,,Undergraduate Terms Offered - FASH-LIT,,,,
,X-Offered AY-Offered in alternating years AN-Offered as needed VAR-Offered varying by year,,,,,
"If there is no specific term listed for a course, contact your advisor or the department offering the course.",,,,,,
AS,ITAL 201,Italian IV,X,X,X,X
AS,ITAL 202,Italian V,X,X,X,X
AS,ITAL 203,Italian VI: Convrs & Comp,X,X,X,X
AS,ITAL 311,Intro Italian Stylistics,X,X,X,X
AS,ITAL 312,Italian Stylistics,X,X,X,X
AS,ITAL 331,Intro Italian Lit Studies,,,,X
AS,ITAL 333,Adv Italian Literature,X,,,
AS,ITAL 351,Intro Bus & Prof Italian,,X,,
AS,ITAL 371,Spec St Ital Civ & Cult,,,X,
AS,ITAL 411,Spec St Adv Ital Stylis,,X,,
AS,ITAL 431,Spec St Adv Italian Lit,,,X,
AS,ITAL 471,Sp St Ital Civilization,X,,,
AS,ITAL 480,Italian Minor Thesis Course,AN,AN,AN,AN
AS,JAPN 101,Japanese I,X,X,X,X
AS,JAPN 102,Japanese II,X,X,X,X
AS,JAPN 103,Japanese III,X,X,X,X
AS,JAPN 104,Japanese Writing I,X,X,X,X
AS,JAPN 105,Japanese Writing II,X,X,X,X
AS,JAPN 201,Japanese IV,X,X,X,X
,,,,,,
AS,JAPN 202,Japanese V,X,X,X,X
AS,JAPN 203,Japanese VI: Convr & Comp,X,X,X,X
AS,JAPN 204,Japanese Writing III,X,X,X,X
AS,JAPN 301,Japanese VII,X,X,X,X
AS,JAPN 302,Japanese VIII,X,X,X,X
AS,JAPN 303,Japanese IX,X,X,X,X
AS,JAPN 411,Intro Japanese Stylistics,X,,X,
AS,JAPN 451,Intro Bus & Prof Japanese,,X,,
AS,JAPN 480,Japanese Minor Thesis Course,AN,AN,AN,AN
AS,JUDA 201,Jewish Lit & Civilization,AY,AY,AY,
AS,JUDA 202,Jewish Life/ Culture: Mid Ages,AY,AY,AY,
AS,JUDA 203,Modern Jewish History,AY,AY,AY,
AS,KOR 101,Korean I,X,X,X,X
AS,KOR 102,Korean II,X,X,X,X
AS,KOR 103,Korean III,X,X,X,X
AS,KOR 201,Korean IV,X,X,X,X
AS,KOR 202,Korean V,X,X,X,X
AS,KOR 203,Korean VI,X,X,X,X
AS,KOR 301,Korean VII,X,X,X,X
AS,KOR 302,Korean VIII,X,X,X,X
AS,KOR 303,Korean IX,X,X,X,X
AS,LANG 180,Special Topics in Languages,X,X,X,X
AS,LING 101,Introduction to Linguistics,X,X,X,
AS,LING 102,Language and Society,X,X,X,
